building_age,office_ratio,floor_efficiency,value_per_sqft,land_value_ratio,lotarea,bldgarea,officearea,numfloors,assessland,assesstot,yearbuilt,transaction_count,deed_count,mortgage_count,mta_accessibility_proxy,business_density_proxy,construction_activity_proxy,commercial_ratio,distress_score,target_high_vacancy_risk,BBL,borough_code,borough,latitude,longitude
95.0,0.7291139240506329,31600.0,72.55537974683544,0.1150147203140333,9760.0,31600.0,23040.0,1.0,263700.0,2292750.0,1930.0,0.0,,,,,0.0242332718542245,1.0,0.0,0,30505700260,3,Brooklyn,40.72459200640406,-74.01526749726592
95.0,1.0,10316.25,113.62050163576882,0.1683462904309434,17535.0,41265.0,41265.0,4.0,789300.0,4688550.0,1930.0,0.0,,,,,0.9199784081299336,1.0,0.0,0,30505700350,3,Brooklyn,40.68105065624485,-73.85658540454389
94.0,1.0,2590.0,58.72586872586873,0.5769230769230769,2598.0,2590.0,2590.0,1.0,87750.0,152100.0,1931.0,0.0,,,,,0.7447319990809539,1.0,0.0,0,30510500160,3,Brooklyn,40.69162961394316,-74.06964785892475
92.0,0.0,4750.0,109.13684210526316,0.4166666666666667,6000.0,4750.0,0.0,1.0,216000.0,518400.0,1933.0,0.0,,,,,0.8778848389254731,1.0,0.0,1,30497900010,3,Brooklyn,40.75462342132062,-73.98263832050192
94.0,0.0,3452.0,52.925840092699886,0.2660098522167488,5400.0,3452.0,0.0,1.0,48600.0,182700.0,1931.0,0.0,,,,,0.59863550822267,1.0,0.0,1,30479300170,3,Brooklyn,40.70359178781448,-73.96715158365895
2.0,1.0,2146.5714285714284,10.78131239185412,1.0,3600.0,15026.0,15026.0,7.0,162000.0,162000.0,2023.0,0.0,,,,,0.4095432545778135,1.0,0.0,0,30133100560,3,Brooklyn,40.705114803952476,-73.91511383175147
94.0,1.0,3305.0,119.00151285930409,0.3535469107551487,6178.0,3305.0,3305.0,1.0,139050.0,393300.0,1931.0,0.0,,,,,0.8128021166570958,1.0,0.0,0,30461700290,3,Brooklyn,40.731825366865486,-73.93326408669292
72.0,1.0,5800.0,101.7543103448276,0.1143728555089592,6000.0,11600.0,11600.0,2.0,135000.0,1180350.0,1953.0,0.0,,,,,0.3634387610674402,1.0,0.0,0,30478000440,3,Brooklyn,40.659952363522855,-73.95254073703491
126.0,0.4,1625.0,78.92307692307692,0.3175438596491228,2000.0,3250.0,1300.0,2.0,81450.0,256500.0,1899.0,0.0,,,,,0.7334863533972138,1.0,0.0,1,30494700630,3,Brooklyn,40.63623951663305,-73.94479986723138
75.0,1.0,2070.0,64.78260869565217,0.5033557046979866,2300.0,2070.0,2070.0,1.0,67500.0,134100.0,1950.0,0.0,,,,,0.6394895485126114,1.0,0.0,0,30486000080,3,Brooklyn,40.62595954029894,-73.99310115117612
94.0,1.0,13160.0,151.5159574468085,0.1579778830963665,14000.0,13160.0,13160.0,1.0,315000.0,1993950.0,1931.0,0.0,,,,,0.49344229058753,1.0,0.0,0,30478100550,3,Brooklyn,40.5798821705312,-74.0190616197242
30.0,1.0,2515.0,70.04970178926442,0.40485312899106,3333.0,5030.0,5030.0,2.0,142650.0,352350.0,1995.0,0.0,,,,,0.0788906862589816,1.0,0.0,0,30519400060,3,Brooklyn,40.78101035649701,-73.9078744188832
37.0,1.0,4000.0,295.425,0.1447067783701447,4000.0,4000.0,4000.0,1.0,171000.0,1181700.0,1988.0,0.0,,,,,0.558628325669203,1.0,0.0,0,30521600580,3,Brooklyn,40.62303958171391,-73.90951469437319
105.0,1.0,1547.5,73.4248788368336,0.2811881188118812,2580.0,3095.0,3095.0,2.0,63900.0,227250.0,1920.0,0.0,,,,,0.8594420477527831,1.0,0.0,0,30494900440,3,Brooklyn,40.66713731882071,-73.86497528124214
94.0,0.5,13280.0,38.493975903614455,0.2200704225352112,12500.0,13280.0,6640.0,1.0,112500.0,511200.0,1931.0,0.0,,,,,0.4393330266330415,1.0,0.0,0,30324300260,3,Brooklyn,40.66435933500555,-73.98370085484076
94.0,1.0,600.0,79.5,0.1698113207547169,1200.0,600.0,600.0,1.0,8100.0,47700.0,1931.0,0.0,,,,,0.50940976490383,1.0,0.0,1,30476100060,3,Brooklyn,40.69357033489045,-73.90955923948495
94.0,0.7777777777777778,5625.0,47.2,0.1059322033898305,5000.0,22500.0,17500.0,4.0,112500.0,1062000.0,1931.0,0.0,,,,,0.2811509311307253,1.0,0.0,1,30316400100,3,Brooklyn,40.71898686062696,-73.95838533641823
75.0,0.8052608283275372,31630.0,180.2105595953209,0.0136419616635614,43200.0,158150.0,127352.0,5.0,388800.0,28500300.0,1950.0,0.0,,,,,0.1700106152322575,1.0,0.0,0,30315600010,3,Brooklyn,40.721223674417985,-73.88467625074033
25.0,1.0,13886.0,238.3191703874405,0.4804188196899646,109300.0,13886.0,13886.0,1.0,1589850.0,3309300.0,2000.0,0.0,,,,,0.9105524182585926,1.0,0.0,0,30316300500,3,Brooklyn,40.64904612807155,-73.89310186116609
117.0,1.0,6150.0,59.48780487804878,0.2214022140221402,7000.0,12300.0,12300.0,2.0,162000.0,731700.0,1908.0,0.0,,,,,0.0486782748415645,1.0,0.0,0,30662100280,3,Brooklyn,40.669843914310675,-73.93363953003877
94.0,1.0,7740.0,136.51162790697674,0.1477853492333901,11440.0,7740.0,7740.0,1.0,156150.0,1056600.0,1931.0,0.0,,,,,0.0437510825370733,1.0,0.0,1,30662100490,3,Brooklyn,40.69232899752441,-73.9611765078333
17.0,1.0,2726.5,56.89987163029525,0.0906453952139231,2501.0,10906.0,10906.0,4.0,56250.0,620550.0,2008.0,0.0,,,,,0.1455707103766548,1.0,0.0,1,30661900330,3,Brooklyn,40.665765443690816,-73.89615339106957
95.0,1.0,10000.0,122.085,0.3133063029856248,10000.0,10000.0,10000.0,1.0,382500.0,1220850.0,1930.0,0.0,,,,,0.538736845189449,1.0,0.0,0,30490600130,3,Brooklyn,40.758567278800996,-73.91185477383716
94.0,1.0,10940.0,64.04478976234003,0.2472703917790623,11000.0,10940.0,10940.0,1.0,173250.0,700650.0,1931.0,0.0,,,,,0.3390039714690912,1.0,0.0,0,30502200060,3,Brooklyn,40.70274874758191,-73.9784220201043
94.0,1.0,1481.6666666666667,76.63667041619797,0.2034346103038309,2262.0,4445.0,4445.0,3.0,69300.0,340650.0,1931.0,0.0,,,,,0.5488826141753199,1.0,0.0,1,30664700130,3,Brooklyn,40.71494388930249,-74.01058993367397
94.0,1.0,2200.0,81.7159090909091,0.2515644555694618,2112.0,4400.0,4400.0,2.0,90450.0,359550.0,1931.0,0.0,,,,,0.8741496995933444,1.0,0.0,0,30489400070,3,Brooklyn,40.711344063433366,-73.95862664503409
71.0,0.702576112412178,5337.5,80.55737704918033,0.1250654107796965,4784.0,10675.0,7500.0,2.0,107550.0,859950.0,1954.0,0.0,,,,,0.313991604925342,1.0,0.0,0,30661900270,3,Brooklyn,40.73687369287426,-73.86842930923258
16.0,0.7831273042723921,5763.75,94.78204294079376,0.0772240527182866,5000.0,23055.0,18055.0,4.0,168750.0,2185200.0,2009.0,0.0,,,,,0.4841865633079472,1.0,0.0,0,30323600010,3,Brooklyn,40.68725107793518,-73.88687564206334
75.0,0.6226415094339622,3533.333333333333,134.27830188679246,0.0350932658868163,4000.0,10600.0,6600.0,3.0,49950.0,1423350.0,1950.0,0.0,,,,,0.957132101879654,1.0,0.0,0,30218200320,3,Brooklyn,40.6133584026022,-73.99981637348353
28.0,1.0,5568.0,68.55064655172414,0.0485734496580995,4800.0,27840.0,27840.0,5.0,92700.0,1908450.0,1997.0,0.0,,,,,0.5514372596304589,1.0,0.0,0,30673900770,3,Brooklyn,40.69818439758763,-74.002587870795
94.0,0.0,4500.0,103.6,0.1563706563706563,4500.0,4500.0,0.0,1.0,72900.0,466200.0,1931.0,0.0,,,,,0.199469293031654,1.0,0.0,1,30250400030,3,Brooklyn,40.6456321553104,-73.88046580751602
94.0,1.0,1900.0,97.57894736842104,0.1796116504854369,2000.0,3800.0,3800.0,2.0,66600.0,370800.0,1931.0,0.0,,,,,0.644607486421219,1.0,0.0,1,30674500010,3,Brooklyn,40.65176916591251,-74.00098179523789
88.0,1.0,15000.0,79.68,0.211972891566265,22500.0,15000.0,15000.0,1.0,253350.0,1195200.0,1937.0,0.0,,,,,0.0138197263482926,1.0,0.0,0,30469900010,3,Brooklyn,40.70751820093775,-73.9187352338179
20.0,1.0,1989.5,71.92762000502638,0.1375786163522012,2067.0,7958.0,7958.0,4.0,78750.0,572400.0,2005.0,0.0,,,,,0.3084407094310628,1.0,0.0,0,30674801020,3,Brooklyn,40.74011415357168,-73.97500356076681
100.0,1.0,450.0,112.0,0.2142857142857142,600.0,450.0,450.0,1.0,10800.0,50400.0,1925.0,0.0,,,,,0.714215000938999,1.0,0.0,0,30683600050,3,Brooklyn,40.6792635788368,-73.86334775377391
97.0,0.6666666666666666,1135.0,77.31277533039648,0.1333333333333333,1986.0,3405.0,2270.0,3.0,35100.0,263250.0,1928.0,0.0,,,,,0.4442664075520243,1.0,0.0,1,30731600430,3,Brooklyn,40.69364165062994,-73.98272123995689
100.0,1.0,1560.0,66.0,0.3496503496503496,4000.0,3900.0,3900.0,2.5,90000.0,257400.0,1925.0,0.0,,,,,0.169766508664871,1.0,0.0,1,30676500710,3,Brooklyn,40.763310747231756,-73.8870319234897
100.0,1.0,1016.0,50.0492125984252,0.2123893805309734,1600.0,2032.0,2032.0,2.0,21600.0,101700.0,1925.0,0.0,,,,,0.5543731731898344,1.0,0.0,1,30683500100,3,Brooklyn,40.690237658974425,-73.93495706729698
21.0,0.6071428571428571,2800.0,89.51785714285714,0.1436265709156194,4000.0,5600.0,3400.0,2.0,72000.0,501300.0,2004.0,0.0,,,,,0.1530043294394122,0.6428571428571429,0.0,1,30676500520,3,Brooklyn,40.80828415570902,-73.93159025728828
100.0,0.5192307692307693,1040.0,56.68269230769231,0.3091603053435114,4000.0,2080.0,1080.0,2.0,36450.0,117900.0,1925.0,0.0,,,,,0.1192479202585863,0.5192307692307693,0.0,1,30676400540,3,Brooklyn,40.706475482281576,-74.04271542906757
6.0,0.7156110491071429,4778.666666666667,89.71121651785714,0.1224632610216935,5000.0,14336.0,10259.0,3.0,157500.0,1286100.0,2019.0,0.0,,,,,0.5166802509849505,1.0,0.0,0,30731800370,3,Brooklyn,40.59016186204221,-74.05434566766029
95.0,1.0,1955.2,76.87193126022913,0.2155688622754491,4000.0,4888.0,4888.0,2.5,81000.0,375750.0,1930.0,0.0,,,,,0.8511891832329626,1.0,0.0,1,30731700370,3,Brooklyn,40.71586708105522,-73.95522829701336
19.0,1.0,1719.1666666666667,95.88948133785748,0.0855323020928116,1875.0,10315.0,10315.0,6.0,84600.0,989100.0,2006.0,0.0,,,,,0.871646302910517,1.0,0.0,0,30676200520,3,Brooklyn,40.69725791924414,-73.93185469682916
29.0,0.8956521739130435,5750.0,51.57391304347826,0.1077389984825493,6020.0,11500.0,10300.0,2.0,63900.0,593100.0,1996.0,0.0,,,,,0.2731071401139091,1.0,0.0,0,30739500020,3,Brooklyn,40.74268763770414,-74.00045989138688
100.0,0.5915750915750916,1092.0,105.70054945054945,0.175438596491228,1500.0,2184.0,1292.0,2.0,40500.0,230850.0,1925.0,0.0,,,,,0.9151078539770596,0.5915750915750916,0.0,1,30683500420,3,Brooklyn,40.711859067563495,-73.99863467052381
100.0,0.5915750915750916,1092.0,50.27472527472528,0.290983606557377,1900.0,2184.0,1292.0,2.0,31950.0,109800.0,1925.0,0.0,,,,,0.8681119982709257,0.5915750915750916,0.0,1,30683500440,3,Brooklyn,40.67127720080081,-73.91612636850869
100.0,0.6041666666666666,960.0,81.796875,0.1117478510028653,1300.0,1920.0,1160.0,2.0,17550.0,157050.0,1925.0,0.0,,,,,0.5744964139207219,0.6041666666666666,0.0,1,30683500400,3,Brooklyn,40.61698508818553,-73.91605727597714
95.0,0.5555555555555556,1012.5,94.88888888888889,0.1288056206088993,1640.0,2025.0,1125.0,2.0,24750.0,192150.0,1930.0,0.0,,,,,0.1687498832452978,0.5555555555555556,0.0,1,30739800890,3,Brooklyn,40.6677488371357,-73.95108705301939
26.0,1.0,2250.0,57.1,0.12784588441331,1500.0,4500.0,4500.0,2.0,32850.0,256950.0,1999.0,0.0,,,,,0.3452921851940296,1.0,0.0,0,30737600620,3,Brooklyn,40.635673977289535,-73.90518991394069
75.0,1.0,4600.0,53.31521739130435,0.5779816513761468,4200.0,4600.0,4600.0,1.0,141750.0,245250.0,1950.0,0.0,,,,,0.4596860590813448,1.0,0.0,0,30733400160,3,Brooklyn,40.64917382750976,-74.002910114786
67.0,1.0,5058.0,141.6370106761566,0.3275753768844221,35670.0,10116.0,10116.0,2.0,469350.0,1432800.0,1958.0,0.0,,,,,0.5884576089780917,1.0,0.0,0,30733400340,3,Brooklyn,40.707628920221026,-73.96199674585435
16.0,0.0,3514.5,75.09603072983354,0.2625745950554135,3080.0,7029.0,0.0,2.0,138600.0,527850.0,2009.0,0.0,,,,,0.4723769477950286,1.0,0.0,1,30676700470,3,Brooklyn,40.761695225217565,-73.8618061197108
100.0,0.6771300448430493,1486.6666666666667,57.10762331838565,0.3568904593639576,4033.0,4460.0,3020.0,3.0,90900.0,254700.0,1925.0,0.0,,,,,0.9747671705481245,0.6771300448430493,0.0,1,30676700880,3,Brooklyn,40.697933576491145,-73.94078389350301
21.0,1.0,2902.0,95.02412129565816,0.1240208877284595,4000.0,14510.0,14510.0,5.0,171000.0,1378800.0,2004.0,0.0,,,,,0.139343078046094,1.0,0.0,0,30676600730,3,Brooklyn,40.618405846898234,-73.93788437427064
100.0,0.5,2300.0,75.81521739130434,0.1148387096774193,2536.0,4600.0,2300.0,2.0,40050.0,348750.0,1925.0,0.0,,,,,0.4691440184101685,1.0,0.0,1,30733900400,3,Brooklyn,40.700430133411004,-73.82890267070161
9.0,1.0,2997.0,73.04804804804805,0.2363823227132579,4000.0,11988.0,11988.0,4.0,207000.0,875700.0,2016.0,0.0,,,,,0.6754057349231457,1.0,0.0,0,30743000580,3,Brooklyn,40.73803157433228,-74.01416710829244
105.0,1.0,820.0,73.26219512195122,0.4681647940074906,2500.0,1640.0,1640.0,2.0,56250.0,120150.0,1920.0,0.0,,,,,0.2582515177527703,1.0,0.0,1,30743000730,3,Brooklyn,40.64771085478403,-73.90437848166789
90.0,0.6541240216736905,1661.0,51.20409391932571,0.373015873015873,2322.0,3322.0,2173.0,2.0,63450.0,170100.0,1935.0,0.0,,,,,0.6993812190599016,0.6541240216736905,0.0,1,30734100300,3,Brooklyn,40.67149914166635,-73.86100068600959
105.0,0.646551724137931,773.3333333333334,84.95689655172414,0.3493150684931507,2500.0,2320.0,1500.0,3.0,68850.0,197100.0,1920.0,0.0,,,,,0.7992048646792531,1.0,0.0,0,30743000720,3,Brooklyn,40.678934409736456,-73.96044289632492
98.0,0.75,1100.0,130.0909090909091,0.180817610062893,2850.0,2200.0,1650.0,2.0,51750.0,286200.0,1927.0,0.0,,,,,0.7273078460638994,1.0,0.0,0,30741100510,3,Brooklyn,40.63895508434589,-73.90121846065725
115.0,1.0,1178.0,79.83870967741936,0.1746411483253588,2335.0,2356.0,2356.0,2.0,32850.0,188100.0,1910.0,0.0,,,,,0.0453315741990212,1.0,0.0,1,30741100790,3,Brooklyn,40.71061402169219,-73.99330097486055
70.0,0.5153374233128835,1086.6666666666667,76.33435582822086,0.1826401446654611,1980.0,3260.0,1680.0,3.0,45450.0,248850.0,1955.0,0.0,,,,,0.085642584066761,0.5705521472392638,0.0,1,30734000430,3,Brooklyn,40.67215259256961,-73.97853661977837
90.0,1.0,666.6666666666666,88.2,0.3061224489795918,3010.0,1000.0,1000.0,1.5,27000.0,88200.0,1935.0,0.0,,,,,0.2226206198044732,1.0,0.0,1,30741100690,3,Brooklyn,40.699176622195345,-73.92495167919762
98.0,0.7124524714828897,1402.6666666666667,54.64591254752852,0.2367906066536203,2980.0,4208.0,2998.0,3.0,54450.0,229950.0,1927.0,0.0,,,,,0.1425525127229818,0.7124524714828897,0.0,1,30741100500,3,Brooklyn,40.633825391109895,-73.90427166634447
67.0,1.0,3000.0,92.775,0.1309620048504446,3000.0,6000.0,6000.0,2.0,72900.0,556650.0,1958.0,0.0,,,,,0.2563813368219033,1.0,0.0,0,30741101650,3,Brooklyn,40.65632708498383,-73.88815317437968
95.0,0.0,2083.2,59.274193548387096,0.4008746355685131,4288.0,5208.0,0.0,2.5,123750.0,308700.0,1930.0,0.0,,,,,0.0660877050836679,0.7373271889400922,0.0,1,30743000360,3,Brooklyn,40.71431906789139,-73.86571857065302
94.0,0.5982716596499003,7521.666666666667,65.88965211610902,0.1301452784503632,13500.0,22565.0,13500.0,3.0,193500.0,1486800.0,1931.0,0.0,,,,,0.0067056869510908,1.0,0.0,1,30265700090,3,Brooklyn,40.65955834239541,-73.94757232792776
125.0,0.5796247539684568,15648.4,66.62406380205005,0.0722548342541436,20502.0,78242.0,45351.0,5.0,376650.0,5212800.0,1900.0,0.0,,,,,0.1505480984468373,1.0,0.0,0,30265800010,3,Brooklyn,40.76454819256167,-73.88451941224136
41.0,1.0,13458.0,103.12082032991528,0.2315175097276264,20000.0,13458.0,13458.0,1.0,321300.0,1387800.0,1984.0,0.0,,,,,0.3037307982328167,1.0,0.0,0,30736500060,3,Brooklyn,40.65821819071927,-73.96131524217245
7.0,0.6179883945841392,1723.3333333333333,95.83172147001936,0.217983651226158,4000.0,5170.0,3195.0,3.0,108000.0,495450.0,2018.0,0.0,,,,,0.3306061977077179,0.6179883945841392,0.0,1,30736300340,3,Brooklyn,40.68943423628759,-73.89909543442059
59.0,0.8780487804878049,2460.0,72.89634146341463,0.1982434127979924,8000.0,4920.0,4320.0,2.0,71100.0,358650.0,1966.0,0.0,,,,,0.0461030592607389,1.0,0.0,0,30882000450,3,Brooklyn,40.72482954159365,-73.93382556010738
75.0,1.0,12600.0,62.892857142857146,0.3781942078364566,28000.0,12600.0,12600.0,1.0,299700.0,792450.0,1950.0,0.0,,,,,0.1602406295650171,1.0,0.0,0,30736800010,3,Brooklyn,40.607281713353345,-73.9219161046459
42.0,1.0,2400.0,87.9375,0.4072494669509595,6313.0,2400.0,2400.0,1.0,85950.0,211050.0,1983.0,0.0,,,,,0.1860803701845692,1.0,0.0,0,30741700360,3,Brooklyn,40.59015955940096,-73.9230246062989
3.0,0.6540068363083935,3949.5,105.16521078617546,0.1484290357529794,2736.0,7899.0,5166.0,2.0,123300.0,830700.0,2022.0,0.0,,,,,0.6350097852486534,1.0,0.0,0,30238000200,3,Brooklyn,40.60191718427149,-74.02443525048989
105.0,1.0,1525.0,121.57377049180327,0.25,5000.0,1525.0,1525.0,1.0,46350.0,185400.0,1920.0,0.0,,,,,0.0297855623894722,1.0,0.0,1,30743500350,3,Brooklyn,40.741329205171354,-74.00040609294304
97.0,0.5263157894736842,1900.0,63.828947368421055,0.2782931354359926,2000.0,3800.0,2000.0,2.0,67500.0,242550.0,1928.0,0.0,,,,,0.6249726132605194,0.5263157894736842,0.0,1,30733200550,3,Brooklyn,40.65060709270537,-73.93907292800913
100.0,0.6060606060606061,1650.0,26.863636363636363,0.3553299492385787,2000.0,3300.0,2000.0,2.0,31500.0,88650.0,1925.0,0.0,,,,,0.8921651355508237,0.803030303030303,0.0,1,30733300480,3,Brooklyn,40.80610996428341,-74.02856395398206
100.0,1.0,1540.0,89.41558441558442,0.2450980392156862,2000.0,3080.0,3080.0,2.0,67500.0,275400.0,1925.0,0.0,,,,,0.2389508170733598,1.0,0.0,1,30733000520,3,Brooklyn,40.64998762006713,-73.90263944484
100.0,1.0,1590.0,65.80188679245283,0.3225806451612903,2000.0,3180.0,3180.0,2.0,67500.0,209250.0,1925.0,0.0,,,,,0.4797336630805712,1.0,0.0,1,30733000480,3,Brooklyn,40.68742756515985,-73.9006222016856
12.0,1.0,2105.0,69.26365795724466,0.1450617283950617,3144.0,12630.0,12630.0,6.0,126900.0,874800.0,2013.0,0.0,,,,,0.4714181755861539,1.0,0.0,0,30744000350,3,Brooklyn,40.75530549762839,-73.9278414723561
100.0,0.5833333333333334,4000.0,70.95,0.1321353065539112,5000.0,12000.0,7000.0,3.0,112500.0,851400.0,1925.0,0.0,,,,,0.6498118076500908,1.0,0.0,0,30231600490,3,Brooklyn,40.77850464440795,-74.00025670063789
11.0,1.0,2820.8,65.69412932501417,0.0655658086449732,3733.0,14104.0,14104.0,5.0,60750.0,926550.0,2014.0,0.0,,,,,0.0395772125688993,1.0,0.0,0,30227900260,3,Brooklyn,40.78127517883182,-73.87519305305656
98.0,1.0,1200.0,95.25,0.187007874015748,2082.0,2400.0,2400.0,2.0,42750.0,228600.0,1927.0,0.0,,,,,0.6195516615168973,1.0,0.0,1,30737900690,3,Brooklyn,40.738618311529656,-73.84233946801407
70.0,0.0,1462.25,86.47632073858779,0.0560498220640569,1462.0,5849.0,0.0,4.0,28350.0,505800.0,1955.0,0.0,,,,,0.5410458734664029,1.0,0.0,1,30231700090,3,Brooklyn,40.72940312629057,-73.9368461586277
105.0,1.0,19014.0,38.16266961186494,0.4031007751937984,20190.0,38028.0,38028.0,2.0,585000.0,1451250.0,1920.0,0.0,,,,,0.4549648055256995,1.0,0.0,0,30230300090,3,Brooklyn,40.707826347460056,-73.91867323107743
75.0,0.6324610408703323,4534.666666666667,80.41384886798001,0.2056766762649115,5000.0,13604.0,8604.0,3.0,225000.0,1093950.0,1950.0,0.0,,,,,0.7144821728323337,1.0,0.0,0,30230200410,3,Brooklyn,40.71711805380833,-73.9341130672602
80.0,1.0,4115.0,86.82867557715674,0.1549118387909319,4115.0,4115.0,4115.0,1.0,55350.0,357300.0,1945.0,0.0,,,,,0.963660560639578,1.0,0.0,0,30229600400,3,Brooklyn,40.65064071418357,-73.91768154055005
100.0,1.0,2392.5,56.23824451410658,0.2642140468227424,2100.0,4785.0,4785.0,2.0,71100.0,269100.0,1925.0,0.0,,,,,0.7114173340457205,1.0,0.0,0,30732900550,3,Brooklyn,40.637290055828885,-73.95017793783131
65.0,1.0,11290.0,49.50398582816652,0.644122383252818,10000.0,11290.0,11290.0,1.0,360000.0,558900.0,1960.0,0.0,,,,,0.4702692350287206,1.0,0.0,0,30230300360,3,Brooklyn,40.67803127712945,-73.94592821199218
76.0,1.0,22169.0,152.2193152600478,0.2667022269635951,40000.0,44338.0,44338.0,2.0,1800000.0,6749100.0,1949.0,0.0,,,,,0.5401087063368187,1.0,0.0,0,30228800010,3,Brooklyn,40.66969076887375,-73.89891411997513
105.0,1.0,11213.0,94.0693837510033,0.1612627986348123,11337.0,33639.0,33639.0,3.0,510300.0,3164400.0,1920.0,0.0,,,,,0.5402195963158113,1.0,0.0,0,30228800130,3,Brooklyn,40.655538597533635,-73.82691879190517
18.0,1.0,3605.5,53.41838857301345,0.1425233644859813,2760.0,7211.0,7211.0,2.0,54900.0,385200.0,2007.0,0.0,,,,,0.6101145237770242,1.0,0.0,0,30743800510,3,Brooklyn,40.713019372372834,-74.01420356172008
21.0,1.0,3812.0,85.19150052465898,0.0401847575057736,3875.0,11436.0,11436.0,3.0,39150.0,974250.0,2004.0,0.0,,,,,0.7964284920434069,1.0,0.0,0,30743800490,3,Brooklyn,40.725965260428524,-73.94939062422014
8.0,0.8408225680561972,8968.42857142857,95.93653928861562,0.0933950986252241,12500.0,62779.0,52786.0,7.0,562500.0,6022800.0,2017.0,0.0,,,,,0.844088325973154,1.0,0.0,0,30227900340,3,Brooklyn,40.682620344314586,-74.0032230242616
95.0,0.5447761194029851,1139.0,77.0412642669008,0.3794871794871794,3081.0,2278.0,1241.0,2.0,66600.0,175500.0,1930.0,0.0,,,,,0.3620542261886562,0.5447761194029851,0.0,1,30732400350,3,Brooklyn,40.75207650405276,-73.86459875507119
13.0,0.6730033329218615,4050.5,120.20738180471548,0.1090573012939001,5900.0,8101.0,5452.0,2.0,106200.0,973800.0,2012.0,0.0,,,,,0.0622144932231981,0.6730033329218615,0.0,1,30786100060,3,Brooklyn,40.621115544293325,-73.973586898466
95.0,0.6790266512166859,2157.5,82.38702201622247,0.3556962025316456,2955.0,4315.0,2930.0,2.0,126450.0,355500.0,1930.0,0.0,,,,,0.3293556245694108,0.6790266512166859,0.0,1,30732400270,3,Brooklyn,40.66851702703601,-74.01636003968929
39.0,1.0,7785.0,275.4335260115607,0.5246589716684156,26060.0,7785.0,7785.0,1.0,1125000.0,2144250.0,1986.0,0.0,,,,,0.4296056440372293,1.0,0.0,0,30786900010,3,Brooklyn,40.642358883969855,-73.91229065005757
95.0,0.5714285714285714,1750.0,86.65714285714286,0.3679525222551928,3300.0,3500.0,2000.0,2.0,111600.0,303300.0,1930.0,0.0,,,,,0.7718309254798857,0.5714285714285714,0.0,1,30732500790,3,Brooklyn,40.58487316914634,-73.85698444426284
100.0,0.5461538461538461,1300.0,45.17307692307692,0.5172413793103449,1800.0,2600.0,1420.0,2.0,60750.0,117450.0,1925.0,0.0,,,,,0.1899391080007919,0.5461538461538461,0.0,1,30732600430,3,Brooklyn,40.67406596570786,-73.91102010657195
13.0,1.0,1920.0,82.1875,0.344106463878327,4200.0,5760.0,5760.0,3.0,162900.0,473400.0,2012.0,0.0,,,,,0.1842978222264416,1.0,0.0,0,30735300630,3,Brooklyn,40.67211262458083,-73.9339601061359
16.0,0.5,4935.0,85.75987841945289,0.2376395534290271,29813.0,9870.0,4935.0,2.0,201150.0,846450.0,2009.0,0.0,,,,,0.7578644606101925,1.0,0.0,1,30266400090,3,Brooklyn,40.753872487162106,-73.9237429538612
33.0,0.6666666666666666,5000.0,95.94,0.2626641651031895,28000.0,15000.0,10000.0,3.0,378000.0,1439100.0,1992.0,0.0,,,,,0.6059960036358972,1.0,0.0,0,30269300010,3,Brooklyn,40.70974058422774,-73.87345796685872
94.0,1.0,4550.0,102.73351648351648,0.0734055354993983,4550.0,18200.0,18200.0,4.0,137250.0,1869750.0,1931.0,0.0,,,,,0.2738303923221392,1.0,0.0,1,30265900290,3,Brooklyn,40.626990658783534,-73.9879099635007
94.0,1.0,5818.75,77.16219119226638,0.0395890754196943,6900.0,23275.0,23275.0,4.0,71100.0,1795950.0,1931.0,0.0,,,,,0.8583873564960478,1.0,0.0,0,30265900260,3,Brooklyn,40.77090462831671,-73.94979235520431
24.0,0.5684371807967313,2610.6666666666665,74.57865168539325,0.0855161787365177,2800.0,7832.0,4452.0,3.0,49950.0,584100.0,2001.0,0.0,,,,,0.4373240098451609,0.5684371807967313,0.0,1,30735300620,3,Brooklyn,40.739251684776264,-73.96683450742547
97.0,0.7090880881269152,6445.25,34.19378612156239,0.114854517611026,7500.0,25781.0,18281.0,4.0,101250.0,881550.0,1928.0,0.0,,,,,0.2228927558663582,1.0,0.0,1,30266100270,3,Brooklyn,40.70730488517343,-74.00259326536458
100.0,1.0,1925.0,169.24675324675326,0.1422651933701657,4150.0,3850.0,3850.0,2.0,92700.0,651600.0,1925.0,0.0,,,,,0.342686565903091,1.0,0.0,1,30729600450,3,Brooklyn,40.66687579505751,-73.96061876297084
92.0,1.0,9000.0,91.05,0.0653487095002745,6000.0,18000.0,18000.0,2.0,107100.0,1638900.0,1933.0,0.0,,,,,0.7346118901569197,1.0,0.0,0,30734900010,3,Brooklyn,40.63022803816382,-73.88881394520087
98.0,1.0,1031.0,135.74199806013578,0.1007502679528403,1875.0,3093.0,3093.0,3.0,42300.0,419850.0,1927.0,0.0,,,,,0.1188496645416333,1.0,0.0,1,30734800040,3,Brooklyn,40.65958966119644,-73.91586989258036
97.0,0.615014436958614,3463.333333333333,69.34071222329163,0.2498438475952529,4000.0,10390.0,6390.0,3.0,180000.0,720450.0,1928.0,0.0,,,,,0.7309587796854009,1.0,0.0,0,30731500440,3,Brooklyn,40.73263743098521,-73.91198447499458
